po_id,order_date,promised_delivery_date,actual_delivery_date,supplier_id,supplier_name,supplier_country,category,item,business_unit,unit_price,quantity,line_total,payment_terms,on_contract,quality_rejected
PO-2026-41589,2026-01-29,2026-02-12,2026-02-12,SUP-093,Albion Chem Industries,UK,Chemicals,Adhesive Compound (drum),Corporate,795.0,6,4770.0,Net 30,True,False
PO-2026-41561,2026-01-29,2026-02-04,2026-02-04,SUP-082,Himalaya Chemicals,India,Chemicals,Adhesive Compound (drum),Manufacturing,669.6,15,10044.0,Net 45,True,False
PO-2026-41601,2026-01-29,2026-02-14,2026-02-14,SUP-093,Albion Chem Industries,UK,Chemicals,Industrial Solvent (drum),Corporate,487.77,23,11218.71,Net 30,True,False
PO-2026-40881,2026-01-29,2026-02-24,2026-02-24,SUP-009,Schwarzwald Metals,Germany,Raw Materials,Copper Wire Rod (per ton),R&D,10943.99,5,54719.95,Net 30,True,False
PO-2026-41010,2026-01-29,2026-02-26,2026-02-26,SUP-016,Great Wall Containers,China,Packaging,Wooden Pallets,Corporate,18.32,297,5441.04,Net 60,True,False
PO-2026-41013,2026-01-29,2026-02-16,2026-02-16,SUP-016,Great Wall Containers,China,Packaging,Wooden Pallets,Manufacturing,17.4,297,5167.8,Net 30,True,False
PO-2026-40886,2026-01-29,2026-03-01,2026-03-01,SUP-003,Jade Harbor Alloys,China,Raw Materials,Aluminium Sheet (per ton),Manufacturing,3027.87,18,54501.66,Net 30,True,False
PO-2026-41029,2026-01-29,2026-03-04,2026-03-04,SUP-033,Busan Components,South Korea,Electronics,Connector Kit CK-8,Retail Operations,5.0,3322,16610.0,Net 60,True,False
PO-2026-40893,2026-01-29,2026-02-03,2026-02-03,SUP-002,Taegu Alloys,South Korea,Raw Materials,Steel Coil (per ton),Manufacturing,876.23,32,28039.36,Net 30,True,False
PO-2026-41701,2026-01-29,2026-02-17,2026-02-17,SUP-102,Frontier Consulting,USA,Professional Services,Audit & Compliance Review,Field Services,10150.15,1,10150.15,Net 30,True,False
PO-2026-41056,2026-01-29,2026-02-23,2026-02-25,SUP-032,Lotus Components,India,Electronics,Microcontroller MCU-9,Field Services,10.06,2547,25622.82,Net 30,False,False
PO-2026-40954,2026-01-29,2026-02-28,2026-02-28,SUP-016,Great Wall Containers,China,Packaging,Wooden Pallets,Manufacturing,17.05,144,2455.2,Net 15,True,False
PO-2026-40808,2026-01-29,2026-02-09,2026-02-09,SUP-002,Taegu Alloys,South Korea,Raw Materials,Polypropylene Resin (per ton),Field Services,1337.05,17,22729.85,Net 15,False,False
PO-2026-41656,2026-01-29,2026-02-06,2026-02-06,SUP-098,Bergmann Advisory,Germany,Professional Services,Recruitment Fee,Retail Operations,5813.7,1,5813.7,Net 30,True,False
PO-2026-41702,2026-01-29,2026-02-20,2026-02-20,SUP-099,Taegu Consulting,South Korea,Professional Services,Audit & Compliance Review,Corporate,11346.48,1,11346.48,Net 45,True,False
PO-2026-41703,2026-01-29,2026-02-06,2026-02-06,SUP-105,Krakow Consulting,Poland,Professional Services,Training Programme,R&D,4566.45,2,9132.9,Net 30,True,False
PO-2026-40942,2026-01-29,2026-02-27,2026-02-27,SUP-016,Great Wall Containers,China,Packaging,Corrugated Boxes (per 1000),Corporate,761.15,14,10656.1,Net 15,True,False
PO-2026-41059,2026-01-29,2026-02-04,2026-02-04,SUP-028,Summit Components,USA,Electronics,Sensor Module SM-3,R&D,31.14,790,24600.6,Net 60,False,False
PO-2026-41366,2026-01-29,2026-02-22,2026-02-22,SUP-051,Shenzhou Transport,China,Logistics,Last-Mile Delivery Batch,Manufacturing,288.47,6,1730.82,Net 15,True,False
PO-2026-40930,2026-01-29,2026-02-13,2026-02-15,SUP-016,Great Wall Containers,China,Packaging,Bubble Wrap Rolls,Corporate,32.6,86,2803.6,Net 60,True,False
PO-2026-41416,2026-01-29,2026-02-10,2026-02-10,SUP-061,Shenzhou IT Solutions,China,IT Services,Cloud Hosting (monthly block),Field Services,4560.52,1,4560.52,Net 45,True,False
PO-2026-41106,2026-01-29,2026-02-14,2026-02-14,SUP-028,Summit Components,USA,Electronics,Connector Kit CK-8,Manufacturing,6.25,896,5600.0,Net 30,True,False
PO-2026-40960,2026-01-30,2026-02-20,2026-02-20,SUP-016,Great Wall Containers,China,Packaging,Stretch Film Rolls,Field Services,49.41,152,7510.32,Net 45,True,False
PO-2026-41105,2026-01-30,2026-02-13,2026-02-13,SUP-024,Sterling Components,USA,Electronics,Microcontroller MCU-9,Field Services,10.41,1542,16052.22,Net 30,True,False
PO-2026-40826,2026-01-30,2026-02-10,2026-02-10,SUP-002,Taegu Alloys,South Korea,Raw Materials,Steel Coil (per ton),Manufacturing,905.85,34,30798.9,Net 45,True,True
PO-2026-41179,2026-01-30,2026-02-09,2026-02-09,SUP-039,Redwood Maintenance Co,USA,MRO,Machine Lubricant (drum),Retail Operations,168.69,11,1855.59,Net 15,True,False
PO-2026-40977,2026-01-30,2026-02-23,2026-02-23,SUP-016,Great Wall Containers,China,Packaging,Corrugated Boxes (per 1000),Field Services,691.62,11,7607.82,Net 45,True,False
PO-2026-41084,2026-01-30,2026-02-08,2026-02-08,SUP-029,Great Wall Components,China,Electronics,Power Supply Unit 450W,Manufacturing,84.12,198,16655.76,Net 15,True,False
PO-2026-41071,2026-01-30,2026-02-28,2026-02-28,SUP-032,Lotus Components,India,Electronics,Sensor Module SM-3,R&D,30.33,736,22322.88,Net 30,False,False
PO-2026-41061,2026-01-30,2026-02-27,2026-02-27,SUP-022,Redwood Components,USA,Electronics,PCB Assembly A-11,Corporate,67.6,338,22848.8,Net 30,True,False
PO-2026-41195,2026-01-30,2026-02-28,2026-02-28,SUP-040,Ganga MRO Services,India,MRO,Machine Lubricant (drum),R&D,209.44,11,2303.84,Net 60,True,False
PO-2026-41417,2026-01-30,2026-03-03,2026-03-03,SUP-060,Halong IT Solutions,Vietnam,IT Services,Managed IT Support (monthly),Field Services,6385.86,1,6385.86,Net 45,True,False
PO-2026-40903,2026-01-30,2026-02-15,2026-02-15,SUP-002,Taegu Alloys,South Korea,Raw Materials,Polypropylene Resin (per ton),R&D,1303.78,12,15645.36,Net 60,True,False
PO-2026-41483,2026-01-30,2026-02-11,2026-02-11,SUP-079,Great Wall Workplace,China,Office Supplies,Toner Cartridges,Retail Operations,89.31,15,1339.65,Net 45,False,False
PO-2026-41389,2026-01-30,2026-03-02,2026-03-02,SUP-051,Shenzhou Transport,China,Logistics,Ocean Container (40ft),Field Services,3614.4,2,7228.8,Net 30,True,False
PO-2026-41380,2026-01-30,2026-02-21,2026-02-21,SUP-051,Shenzhou Transport,China,Logistics,Last-Mile Delivery Batch,R&D,276.9,14,3876.6,Net 30,True,False
PO-2026-41364,2026-01-30,2026-02-07,2026-02-07,SUP-050,Redwood Freight,USA,Logistics,Last-Mile Delivery Batch,Retail Operations,276.3,11,3039.3,Net 30,True,False
PO-2026-41495,2026-01-30,2026-02-08,2026-02-08,SUP-072,Krakow Office Products,Poland,Office Supplies,Office Chairs,R&D,164.87,4,659.48,Net 45,True,False
PO-2026-40887,2026-01-30,2026-02-09,2026-02-09,SUP-002,Taegu Alloys,South Korea,Raw Materials,Rubber Compound (per ton),Manufacturing,1985.99,13,25817.87,Net 60,True,False
PO-2026-41609,2026-01-30,2026-03-02,2026-03-04,SUP-095,Busan Machinery,South Korea,Machinery,Compressor Unit,Retail Operations,11118.31,1,11118.31,Net 30,True,False
PO-2026-41517,2026-01-30,2026-02-14,2026-02-14,SUP-083,Krakow Chemicals,Poland,Chemicals,Coating Resin (drum),R&D,952.8,4,3811.2,Net 45,True,False
PO-2026-41505,2026-01-30,2026-02-28,2026-02-28,SUP-072,Krakow Office Products,Poland,Office Supplies,Toner Cartridges,R&D,92.64,16,1482.24,Net 45,False,False
PO-2026-41573,2026-01-30,2026-02-28,2026-02-28,SUP-083,Krakow Chemicals,Poland,Chemicals,Cleaning Agent (drum),Field Services,291.39,37,10781.43,Net 45,False,False
PO-2026-41186,2026-01-30,2026-02-18,2026-02-18,SUP-041,Bergmann Maintenance Co,Germany,MRO,Conveyor Belt Section,Corporate,585.06,6,3510.36,Net 30,True,False
PO-2026-41216,2026-01-30,2026-02-04,2026-02-06,SUP-046,Thames Industrial Supply,UK,MRO,Machine Lubricant (drum),Corporate,201.09,11,2211.99,Net 30,True,False
PO-2026-41282,2026-01-30,2026-02-27,2026-02-27,SUP-051,Shenzhou Transport,China,Logistics,Air Freight (per 100kg),Field Services,609.43,3,1828.29,Net 60,True,False
PO-2026-41668,2026-01-30,2026-02-11,2026-02-11,SUP-102,Frontier Consulting,USA,Professional Services,Market Research Study,Corporate,11040.01,1,11040.01,Net 30,True,False
PO-2026-41274,2026-01-30,2026-02-24,2026-02-27,SUP-056,Apex Shipping Lines,USA,Logistics,Ocean Container (40ft),Manufacturing,4507.33,1,4507.33,Net 45,True,False
PO-2026-41225,2026-01-30,2026-02-09,2026-02-13,SUP-046,Thames Industrial Supply,UK,MRO,Machine Lubricant (drum),Retail Operations,149.28,3,447.84,Net 30,True,False
PO-2026-41249,2026-01-30,2026-02-05,2026-02-05,SUP-038,Bergmann MRO Services,Germany,MRO,Conveyor Belt Section,Corporate,555.87,8,4446.96,Net 30,True,False
PO-2026-41449,2026-01-31,2026-02-23,2026-02-23,SUP-072,Krakow Office Products,Poland,Office Supplies,Office Chairs,Field Services,181.99,9,1637.91,Net 15,True,False
PO-2026-41625,2026-01-31,2026-02-15,2026-02-15,SUP-095,Busan Machinery,South Korea,Machinery,Injection Mould Tooling,Manufacturing,15195.97,1,15195.97,Net 30,True,False
PO-2026-41468,2026-01-31,2026-02-21,2026-02-21,SUP-072,Krakow Office Products,Poland,Office Supplies,Whiteboard & Supplies,Retail Operations,64.69,8,517.52,Net 45,True,False
PO-2026-41042,2026-01-31,2026-03-03,2026-03-03,SUP-036,Golden Dragon Components,China,Electronics,Connector Kit CK-8,Manufacturing,5.78,1207,6976.46,Net 60,True,False
PO-2026-40969,2026-01-31,2026-02-28,2026-02-28,SUP-016,Great Wall Containers,China,Packaging,Printed Labels (per 1000),Manufacturing,53.22,46,2448.12,Net 45,True,False
PO-2026-41502,2026-01-31,2026-02-05,2026-02-05,SUP-072,Krakow Office Products,Poland,Office Supplies,Office Chairs,Manufacturing,150.84,1,150.84,Net 45,True,False
PO-2026-41433,2026-01-31,2026-03-04,2026-03-04,SUP-057,Bharat Digital Systems,India,IT Services,Network Equipment Bundle,Field Services,3366.83,1,3366.83,Net 45,True,False
PO-2026-40875,2026-01-31,2026-02-23,2026-02-23,SUP-002,Taegu Alloys,South Korea,Raw Materials,Aluminium Sheet (per ton),Corporate,2916.75,4,11667.0,Net 30,True,False
PO-2026-40962,2026-01-31,2026-03-05,2026-03-05,SUP-016,Great Wall Containers,China,Packaging,Wooden Pallets,Corporate,18.27,169,3087.63,Net 15,True,False
PO-2026-41563,2026-01-31,2026-02-11,2026-02-11,SUP-083,Krakow Chemicals,Poland,Chemicals,Cleaning Agent (drum),Retail Operations,295.04,23,6785.92,Net 15,False,False
PO-2026-40854,2026-01-31,2026-02-22,2026-02-22,SUP-006,Adler Metals,Germany,Raw Materials,Rubber Compound (per ton),Retail Operations,2154.17,15,32312.55,Net 30,True,False
PO-2026-41442,2026-01-31,2026-03-04,2026-03-04,SUP-057,Bharat Digital Systems,India,IT Services,Cybersecurity Audit,Field Services,9295.75,1,9295.75,Net 60,False,False
PO-2026-41353,2026-01-31,2026-02-14,2026-02-14,SUP-050,Redwood Freight,USA,Logistics,Ocean Container (40ft),Corporate,3565.81,2,7131.62,Net 30,True,False
PO-2026-41328,2026-01-31,2026-03-06,2026-03-06,SUP-052,Del Norte Logistics,Mexico,Logistics,FTL Freight (per load),Manufacturing,1979.98,3,5939.94,Net 30,True,False
PO-2026-41659,2026-01-31,2026-02-23,2026-02-23,SUP-102,Frontier Consulting,USA,Professional Services,Audit & Compliance Review,Manufacturing,9945.8,1,9945.8,Net 45,True,False
PO-2026-40910,2026-01-31,2026-02-05,2026-02-05,SUP-003,Jade Harbor Alloys,China,Raw Materials,Polypropylene Resin (per ton),Retail Operations,1536.52,14,21511.28,Net 30,True,False
PO-2026-41311,2026-01-31,2026-02-09,2026-02-09,SUP-051,Shenzhou Transport,China,Logistics,Last-Mile Delivery Batch,R&D,287.06,8,2296.48,Net 60,False,False
PO-2026-40909,2026-01-31,2026-02-21,2026-02-21,SUP-002,Taegu Alloys,South Korea,Raw Materials,Rubber Compound (per ton),Manufacturing,1953.07,12,23436.84,Net 30,True,False
PO-2026-40938,2026-01-31,2026-02-17,2026-02-17,SUP-016,Great Wall Containers,China,Packaging,Bubble Wrap Rolls,R&D,29.39,104,3056.56,Net 30,True,False
PO-2026-40851,2026-01-31,2026-02-24,2026-02-24,SUP-002,Taegu Alloys,South Korea,Raw Materials,Aluminium Sheet (per ton),Retail Operations,2806.29,6,16837.74,Net 45,True,False
PO-2026-41338,2026-01-31,2026-02-17,2026-02-17,SUP-055,Baltic Freight,Poland,Logistics,FTL Freight (per load),Retail Operations,2237.03,3,6711.09,Net 30,True,False
PO-2026-41414,2026-01-31,2026-03-03,2026-03-06,SUP-061,Shenzhou IT Solutions,China,IT Services,"SaaS Licences (per seat, annual)",Corporate,393.07,15,5896.05,Net 45,True,False
PO-2026-40900,2026-01-31,2026-03-01,2026-03-01,SUP-003,Jade Harbor Alloys,China,Raw Materials,Steel Coil (per ton),Corporate,1083.6,27,29257.2,Net 30,True,False
PO-2026-41211,2026-01-31,2026-02-20,2026-02-21,SUP-040,Ganga MRO Services,India,MRO,Industrial Bearings,Manufacturing,43.95,69,3032.55,Net 30,True,False
PO-2026-40871,2026-01-31,2026-02-08,2026-02-08,SUP-002,Taegu Alloys,South Korea,Raw Materials,Rubber Compound (per ton),Manufacturing,2064.15,7,14449.05,Net 15,True,True
PO-2026-41083,2026-01-31,2026-02-16,2026-02-16,SUP-034,Pacific Rim Circuits,China,Electronics,PCB Assembly A-11,Corporate,62.0,370,22940.0,Net 45,True,False
PO-2026-41405,2026-01-31,2026-02-15,2026-02-17,SUP-057,Bharat Digital Systems,India,IT Services,Network Equipment Bundle,Retail Operations,2946.15,1,2946.15,Net 60,True,False
PO-2026-42028,2026-02-01,2026-03-02,2026-03-03,SUP-025,Cascade Semitech,USA,Electronics,PCB Assembly A-11,Retail Operations,67.75,665,45053.75,Net 60,True,False
PO-2026-42221,2026-02-01,2026-02-06,2026-02-06,SUP-038,Bergmann MRO Services,Germany,MRO,Industrial Bearings,Field Services,40.53,64,2593.92,Net 30,True,False
PO-2026-41985,2026-02-01,2026-02-28,2026-03-05,SUP-033,Busan Components,South Korea,Electronics,PCB Assembly A-11,R&D,63.11,426,26884.86,Net 30,True,False
PO-2026-42593,2026-02-01,2026-02-22,2026-02-22,SUP-095,Busan Machinery,South Korea,Machinery,Injection Mould Tooling,Manufacturing,15661.26,1,15661.26,Net 45,True,False
PO-2026-42578,2026-02-01,2026-03-07,2026-03-12,SUP-083,Krakow Chemicals,Poland,Chemicals,Coating Resin (drum),Manufacturing,934.09,1,934.09,Net 60,True,False
PO-2026-42264,2026-02-01,2026-02-09,2026-02-09,SUP-050,Redwood Freight,USA,Logistics,LTL Freight (per shipment),Manufacturing,467.97,9,4211.73,Net 30,True,True
PO-2026-42278,2026-02-01,2026-03-07,2026-03-07,SUP-050,Redwood Freight,USA,Logistics,LTL Freight (per shipment),Corporate,454.66,5,2273.3,Net 30,True,False
PO-2026-42603,2026-02-01,2026-02-10,2026-02-10,SUP-095,Busan Machinery,South Korea,Machinery,CNC Spare Parts Kit,R&D,4380.94,1,4380.94,Net 30,True,False
PO-2026-42019,2026-02-01,2026-03-02,2026-03-07,SUP-029,Great Wall Components,China,Electronics,Power Supply Unit 450W,Field Services,99.0,166,16434.0,Net 30,True,True
PO-2026-41908,2026-02-01,2026-02-20,2026-02-20,SUP-016,Great Wall Containers,China,Packaging,Bubble Wrap Rolls,Retail Operations,33.81,89,3009.09,Net 30,True,False
PO-2026-42494,2026-02-01,2026-02-06,2026-02-07,SUP-072,Krakow Office Products,Poland,Office Supplies,Toner Cartridges,Corporate,89.09,8,712.72,Net 60,True,False
PO-2026-42280,2026-02-01,2026-02-28,2026-02-28,SUP-051,Shenzhou Transport,China,Logistics,Last-Mile Delivery Batch,Field Services,315.94,4,1263.76,Net 45,True,False
PO-2026-42387,2026-02-01,2026-02-24,2026-02-26,SUP-059,Azteca Technologies,Mexico,IT Services,Network Equipment Bundle,Corporate,3515.18,3,10545.54,Net 60,True,False
PO-2026-41976,2026-02-01,2026-02-27,2026-03-05,SUP-034,Pacific Rim Circuits,China,Electronics,Connector Kit CK-8,R&D,6.45,3582,23103.9,Net 60,True,False
PO-2026-42289,2026-02-01,2026-02-24,2026-02-24,SUP-051,Shenzhou Transport,China,Logistics,Air Freight (per 100kg),Retail Operations,714.77,4,2859.08,Net 45,True,False
PO-2026-42292,2026-02-01,2026-03-04,2026-03-04,SUP-056,Apex Shipping Lines,USA,Logistics,FTL Freight (per load),R&D,2482.88,4,9931.52,Net 60,True,False
PO-2026-41967,2026-02-01,2026-03-05,2026-03-07,SUP-028,Summit Components,USA,Electronics,Microcontroller MCU-9,R&D,10.36,2537,26283.32,Net 45,True,False
PO-2026-42407,2026-02-01,2026-02-06,2026-02-06,SUP-057,Bharat Digital Systems,India,IT Services,Cloud Hosting (monthly block),Corporate,4687.09,1,4687.09,Net 60,True,False
PO-2026-42516,2026-02-01,2026-02-07,2026-02-07,SUP-083,Krakow Chemicals,Poland,Chemicals,Catalyst Powder (per 25kg),Field Services,1288.12,5,6440.6,Net 30,True,False
PO-2026-41811,2026-02-01,2026-03-07,2026-03-07,SUP-010,Pacific Rim Materials,China,Raw Materials,Aluminium Sheet (per ton),Field Services,3019.94,5,15099.7,Net 30,False,False
PO-2026-41820,2026-02-01,2026-02-26,2026-02-26,SUP-006,Adler Metals,Germany,Raw Materials,Copper Wire Rod (per ton),R&D,12801.31,4,51205.24,Net 30,True,False
PO-2026-41926,2026-02-01,2026-02-15,2026-02-15,SUP-016,Great Wall Containers,China,Packaging,Corrugated Boxes (per 1000),Manufacturing,736.88,14,10316.32,Net 15,False,False
PO-2026-42034,2026-02-01,2026-02-10,2026-02-21,SUP-029,Great Wall Components,China,Electronics,Microcontroller MCU-9,Manufacturing,11.05,2722,30078.1,Net 30,True,False
PO-2026-41826,2026-02-01,2026-03-07,2026-03-07,SUP-002,Taegu Alloys,South Korea,Raw Materials,Copper Wire Rod (per ton),R&D,10917.03,5,54585.15,Net 60,True,False
PO-2026-41873,2026-02-01,2026-02-27,2026-02-28,SUP-016,Great Wall Containers,China,Packaging,Wooden Pallets,Corporate,17.06,375,6397.5,Net 15,True,False
PO-2026-42195,2026-02-01,2026-02-26,2026-02-26,SUP-040,Ganga MRO Services,India,MRO,Conveyor Belt Section,Corporate,524.26,10,5242.6,Net 30,True,False
PO-2026-42203,2026-02-01,2026-03-03,2026-03-03,SUP-038,Bergmann MRO Services,Germany,MRO,Industrial Bearings,Corporate,41.75,81,3381.75,Net 45,True,False
PO-2026-42090,2026-02-01,2026-02-15,2026-02-15,SUP-024,Sterling Components,USA,Electronics,Power Supply Unit 450W,Field Services,92.94,194,18030.36,Net 45,False,False
PO-2026-42109,2026-02-01,2026-02-06,2026-02-06,SUP-040,Ganga MRO Services,India,MRO,Industrial Bearings,Corporate,43.08,76,3274.08,Net 60,True,False
PO-2026-42059,2026-02-01,2026-02-19,2026-02-19,SUP-025,Cascade Semitech,USA,Electronics,Connector Kit CK-8,R&D,6.66,2958,19700.28,Net 30,True,False
PO-2026-41722,2026-02-01,2026-02-08,2026-02-08,SUP-002,Taegu Alloys,South Korea,Raw Materials,Aluminium Sheet (per ton),Corporate,2809.56,7,19666.92,Net 30,True,False
PO-2026-47099,2026-02-01,2026-02-11,2026-02-11,SUP-079,Great Wall Workplace,China,Office Supplies,Toner Cartridges,Retail Operations,89.31,15,1339.65,Net 45,False,False
PO-2026-42107,2026-02-01,2026-02-26,2026-03-09,SUP-046,Thames Industrial Supply,UK,MRO,Conveyor Belt Section,Field Services,486.34,4,1945.36,Net 60,True,True
PO-2026-41763,2026-02-01,2026-02-17,2026-03-07,SUP-008,Fujikawa Resources,Japan,Raw Materials,Aluminium Sheet (per ton),Field Services,3025.81,6,18154.86,Net 45,True,False
PO-2026-41737,2026-02-02,2026-02-19,2026-02-19,SUP-006,Adler Metals,Germany,Raw Materials,Copper Wire Rod (per ton),Retail Operations,12476.87,1,12476.87,Net 45,True,False
PO-2026-42334,2026-02-02,2026-03-06,2026-03-06,SUP-053,Sterling Shipping Lines,USA,Logistics,Ocean Container (40ft),Corporate,3628.88,1,3628.88,Net 30,True,False
PO-2026-41740,2026-02-02,2026-02-15,2026-02-15,SUP-002,Taegu Alloys,South Korea,Raw Materials,Aluminium Sheet (per ton),R&D,2972.59,7,20808.13,Net 60,True,False
PO-2026-41964,2026-02-02,2026-02-24,2026-02-26,SUP-032,Lotus Components,India,Electronics,Sensor Module SM-3,Manufacturing,28.38,1022,29004.36,Net 30,True,False
PO-2026-42119,2026-02-02,2026-02-19,2026-02-19,SUP-040,Ganga MRO Services,India,MRO,Hydraulic Fluid (drum),Corporate,242.15,4,968.6,Net 45,True,False
PO-2026-42315,2026-02-02,2026-03-07,2026-03-07,SUP-050,Redwood Freight,USA,Logistics,Last-Mile Delivery Batch,R&D,297.99,12,3575.88,Net 30,True,False
PO-2026-41955,2026-02-02,2026-02-22,2026-02-22,SUP-016,Great Wall Containers,China,Packaging,Corrugated Boxes (per 1000),Corporate,756.41,7,5294.87,Net 30,True,False
PO-2026-42283,2026-02-02,2026-02-21,2026-02-21,SUP-055,Baltic Freight,Poland,Logistics,Last-Mile Delivery Batch,Manufacturing,303.83,12,3645.96,Net 45,True,False
PO-2026-41808,2026-02-02,2026-02-25,2026-02-25,SUP-002,Taegu Alloys,South Korea,Raw Materials,Rubber Compound (per ton),Manufacturing,2094.91,9,18854.19,Net 45,True,False
PO-2026-42183,2026-02-02,2026-02-10,2026-02-10,SUP-039,Redwood Maintenance Co,USA,MRO,Hydraulic Fluid (drum),Manufacturing,212.32,17,3609.44,Net 45,True,False
PO-2026-42184,2026-02-02,2026-02-26,2026-03-10,SUP-046,Thames Industrial Supply,UK,MRO,Conveyor Belt Section,Field Services,437.27,6,2623.62,Net 45,True,False
PO-2026-41744,2026-02-02,2026-02-23,2026-02-23,SUP-002,Taegu Alloys,South Korea,Raw Materials,Copper Wire Rod (per ton),Retail Operations,10352.13,2,20704.26,Net 30,True,False
PO-2026-42540,2026-02-02,2026-02-25,2026-02-25,SUP-093,Albion Chem Industries,UK,Chemicals,Industrial Solvent (drum),Retail Operations,538.03,12,6456.36,Net 30,True,False
PO-2026-42537,2026-02-02,2026-02-22,2026-02-22,SUP-093,Albion Chem Industries,UK,Chemicals,Industrial Solvent (drum),R&D,541.06,6,3246.36,Net 45,False,False
PO-2026-41723,2026-02-02,2026-02-15,2026-02-15,SUP-002,Taegu Alloys,South Korea,Raw Materials,Aluminium Sheet (per ton),Field Services,2789.54,10,27895.4,Net 30,True,False
PO-2026-41835,2026-02-02,2026-02-15,2026-02-15,SUP-002,Taegu Alloys,South Korea,Raw Materials,Steel Coil (per ton),Corporate,970.33,28,27169.24,Net 45,True,False
PO-2026-42076,2026-02-02,2026-02-07,2026-02-07,SUP-034,Pacific Rim Circuits,China,Electronics,Connector Kit CK-8,R&D,6.45,2499,16118.55,Net 30,True,False
PO-2026-41900,2026-02-02,2026-03-08,2026-03-08,SUP-016,Great Wall Containers,China,Packaging,Bubble Wrap Rolls,Manufacturing,29.53,156,4606.68,Net 30,True,False
PO-2026-42511,2026-02-02,2026-02-23,2026-02-23,SUP-083,Krakow Chemicals,Poland,Chemicals,Coating Resin (drum),Corporate,909.69,12,10916.28,Net 30,True,False
PO-2026-42426,2026-02-02,2026-02-12,2026-02-12,SUP-072,Krakow Office Products,Poland,Office Supplies,Stationery Kit,R&D,20.58,51,1049.58,Net 45,True,False
PO-2026-42429,2026-02-02,2026-02-25,2026-02-25,SUP-077,Bergmann Supplies Co,Germany,Office Supplies,Whiteboard & Supplies,Field Services,65.44,2,130.88,Net 60,False,False
PO-2026-42493,2026-02-02,2026-02-13,2026-02-13,SUP-072,Krakow Office Products,Poland,Office Supplies,Office Chairs,Manufacturing,159.88,11,1758.68,Net 45,True,False
PO-2026-42486,2026-02-02,2026-02-11,2026-02-11,SUP-072,Krakow Office Products,Poland,Office Supplies,Stationery Kit,Field Services,20.88,31,647.28,Net 30,False,False
PO-2026-42356,2026-02-02,2026-03-01,2026-03-01,SUP-061,Shenzhou IT Solutions,China,IT Services,"SaaS Licences (per seat, annual)",Corporate,436.98,29,12672.42,Net 30,True,False
PO-2026-41922,2026-02-02,2026-02-25,2026-02-25,SUP-016,Great Wall Containers,China,Packaging,Corrugated Boxes (per 1000),R&D,786.45,8,6291.6,Net 30,True,False
PO-2026-42472,2026-02-02,2026-03-06,2026-03-17,SUP-078,Baltic Workplace,Poland,Office Supplies,Whiteboard & Supplies,Field Services,64.37,7,450.59,Net 45,False,False
PO-2026-42196,2026-02-02,2026-02-23,2026-02-28,SUP-046,Thames Industrial Supply,UK,MRO,Machine Lubricant (drum),Retail Operations,200.08,13,2601.04,Net 30,True,False
PO-2026-42637,2026-02-02,2026-02-11,2026-02-11,SUP-106,Frontier Advisory,USA,Professional Services,Market Research Study,Corporate,14433.92,1,14433.92,Net 45,True,False
PO-2026-41752,2026-02-02,2026-02-11,2026-02-25,SUP-008,Fujikawa Resources,Japan,Raw Materials,Aluminium Sheet (per ton),R&D,3080.16,3,9240.48,Net 15,True,True
PO-2026-42571,2026-02-02,2026-02-15,2026-02-15,SUP-087,Jade Harbor Specialty Chem,China,Chemicals,Cleaning Agent (drum),Manufacturing,268.78,22,5913.16,Net 30,True,False
PO-2026-42574,2026-02-02,2026-03-07,2026-03-07,SUP-083,Krakow Chemicals,Poland,Chemicals,Catalyst Powder (per 25kg),Field Services,1333.24,5,6666.2,Net 30,True,False
PO-2026-42628,2026-02-02,2026-03-08,2026-03-08,SUP-102,Frontier Consulting,USA,Professional Services,Recruitment Fee,Field Services,6082.85,1,6082.85,Net 45,False,False
PO-2026-41792,2026-02-02,2026-03-03,2026-03-03,SUP-002,Taegu Alloys,South Korea,Raw Materials,Polypropylene Resin (per ton),Retail Operations,1454.68,18,26184.24,Net 30,True,False
PO-2026-42201,2026-02-02,2026-03-07,2026-03-07,SUP-040,Ganga MRO Services,India,MRO,Conveyor Belt Section,Retail Operations,558.55,7,3909.85,Net 45,True,False
PO-2026-42020,2026-02-03,2026-02-28,2026-02-28,SUP-032,Lotus Components,India,Electronics,Sensor Module SM-3,Field Services,30.95,350,10832.5,Net 30,True,False
PO-2026-42231,2026-02-03,2026-02-12,2026-02-12,SUP-038,Bergmann MRO Services,Germany,MRO,Safety Gloves (per 100),Corporate,118.86,23,2733.78,Net 30,True,False
PO-2026-41918,2026-02-03,2026-02-13,2026-02-13,SUP-016,Great Wall Containers,China,Packaging,Printed Labels (per 1000),R&D,50.88,53,2696.64,Net 30,False,False
PO-2026-42384,2026-02-03,2026-03-06,2026-03-06,SUP-057,Bharat Digital Systems,India,IT Services,Managed IT Support (monthly),Manufacturing,6701.48,1,6701.48,Net 45,True,False
PO-2026-42152,2026-02-03,2026-02-09,2026-02-25,SUP-046,Thames Industrial Supply,UK,MRO,Conveyor Belt Section,R&D,536.26,8,4290.08,Net 45,True,True
PO-2026-42055,2026-02-03,2026-02-23,2026-02-26,SUP-035,Pacific Rim Semitech,China,Electronics,Power Supply Unit 450W,Corporate,88.22,176,15526.72,Net 60,True,False
